"subject","activity","tBodyAccMeanX","tBodyAccMeanY","tBodyAccMeanZ","tBodyAccStdX","tBodyAccStdY","tBodyAccStdZ","tGravityAccMeanX","tGravityAccMeanY","tGravityAccMeanZ","tGravityAccStdX","tGravityAccStdY","tGravityAccStdZ","tBodyAccJerkMeanX","tBodyAccJerkMeanY","tBodyAccJerkMeanZ","tBodyAccJerkStdX","tBodyAccJerkStdY","tBodyAccJerkStdZ","tBodyGyroMeanX","tBodyGyroMeanY","tBodyGyroMeanZ","tBodyGyroStdX","tBodyGyroStdY","tBodyGyroStdZ","tBodyGyroJerkMeanX","tBodyGyroJerkMeanY","tBodyGyroJerkMeanZ","tBodyGyroJerkStdX","tBodyGyroJerkStdY","tBodyGyroJerkStdZ","tBodyAccMagMean","tBodyAccMagStd","tGravityAccMagMean","tGravityAccMagStd","tBodyAccJerkMagMean","tBodyAccJerkMagStd","tBodyGyroMagMean","tBodyGyroMagStd","tBodyGyroJerkMagMean","tBodyGyroJerkMagStd","fBodyAccMeanX","fBodyAccMeanY","fBodyAccMeanZ","fBodyAccStdX","fBodyAccStdY","fBodyAccStdZ","fBodyAccJerkMeanX","fBodyAccJerkMeanY","fBodyAccJerkMeanZ","fBodyAccJerkStdX","fBodyAccJerkStdY","fBodyAccJerkStdZ","fBodyGyroMeanX","fBodyGyroMeanY","fBodyGyroMeanZ","fBodyGyroStdX","fBodyGyroStdY","fBodyGyroStdZ","fBodyAccMagMean","fBodyAccMagStd","fBodyBodyAccJerkMagMean","fBodyBodyAccJerkMagStd","fBodyBodyGyroMagMean","fBodyBodyGyroMagStd","fBodyBodyGyroJerkMagMean","fBodyBodyGyroJerkMagStd"
"14","standing",0.2805456,-0.01520781,-0.1038177,-0.9732689,-0.9285257,-0.9222763,0.8753196,-0.2266922,-0.3381749,-0.9720054,-0.965781,-0.9407577,0.07379337,0.005795662,-0.007207778,-0.9782485,-0.9663624,-0.9707667,-0.02208865,-0.05581088,0.07904759,-0.9610918,-0.9462806,-0.9465891,-0.1007185,-0.04500968,-0.05090362,-0.9699489,-0.970693,-0.9746879,-0.9434568,-0.9367356,-0.9434568,-0.9367356,-0.9729658,-0.9704372,-0.94353,-0.9314262,-0.9748733,-0.9668342,-0.9726996,-0.9421782,-0.942422,-0.9736056,-0.9260559,-0.9177819,-0.9781816,-0.9672499,-0.9667184,-0.9803966,-0.9678302,-0.9735943,-0.9571118,-0.9508362,-0.9509999,-0.962741,-0.9443069,-0.9501627,-0.9497151,-0.9397999,-0.9702141,-0.9696775,-0.9444056,-0.9348156,-0.9691756,-0.9660193
"14","laying",0.2332754,-0.01134247,-0.08683333,-0.9175019,-0.909697,-0.9003319,-0.1454836,0.4853969,0.8365629,-0.8621369,-0.9487749,-0.9013039,0.09814038,-0.008315071,-0.03236015,-0.9714736,-0.9681276,-0.9724319,0.005052212,-0.1534238,0.1491241,-0.957221,-0.9324998,-0.952297,-0.1054466,-0.03726774,-0.05661719,-0.970275,-0.9680429,-0.9797114,-0.9059783,-0.8565931,-0.9059783,-0.8565931,-0.9725764,-0.9664509,-0.9046654,-0.9134332,-0.9756212,-0.9640099,-0.9339362,-0.9303669,-0.9278823,-0.9119727,-0.905221,-0.8940557,-0.9720107,-0.9693421,-0.9685932,-0.9734914,-0.9691133,-0.9749144,-0.949959,-0.9380879,-0.9491072,-0.9597405,-0.9299554,-0.9577905,-0.8994637,-0.859606,-0.9679886,-0.9636074,-0.9301517,-0.9177601,-0.9664553,-0.963666
"15","walking",0.2738992,-0.01708097,-0.1076218,-0.3279618,0.1389129,-0.5189326,0.9515244,-0.2339183,0.07573567,-0.9783973,-0.9710565,-0.9580588,0.08977707,0.008905886,0.0006587062,-0.3732176,-0.03192655,-0.6862684,-0.05548838,-0.06124279,0.08424849,-0.3296246,-0.420865,-0.4865327,-0.07766928,-0.05525366,-0.05109765,-0.283768,-0.7024029,-0.5916686,-0.1865147,-0.3238783,-0.1865147,-0.3238783,-0.3201293,-0.3100714,-0.2437111,-0.4257985,-0.5439795,-0.637786,-0.3174409,0.1113211,-0.5549421,-0.3325206,0.08056462,-0.5370264,-0.390822,-0.06693781,-0.6489053,-0.4115001,-0.06068391,-0.7230511,-0.2533994,-0.5354221,-0.4614641,-0.3576334,-0.3653612,-0.5439976,-0.2751562,-0.4583448,-0.289754,-0.3424119,-0.4891664,-0.4817502,-0.6450752,-0.6540101
"15","walking_upstairs",0.2701876,-0.02875239,-0.1169525,-0.02609718,-0.00406536,-0.3797175,0.9185448,-0.314961,0.08118034,-0.9525624,-0.9276488,-0.9216185,0.07297243,-0.004173618,-0.005258799,-0.1869447,-0.3118614,-0.7488095,0.090334,-0.1547213,0.09116815,-0.4152513,-0.3302332,-0.4773659,-0.144486,-0.03654192,-0.07672425,-0.5255339,-0.7630535,-0.6579076,-0.0009713947,-0.1365522,-0.0009713947,-0.1365522,-0.3160504,-0.3133636,-0.2012173,-0.288429,-0.6636371,-0.7489548,-0.07463284,-0.1019354,-0.5395911,-0.008382438,-0.01913283,-0.3496004,-0.2370531,-0.3381022,-0.7145542,-0.2072316,-0.3303914,-0.7830045,-0.3610969,-0.5170252,-0.4857017,-0.4372253,-0.2436123,-0.5237443,-0.1652421,-0.2556593,-0.2619567,-0.3913134,-0.4536936,-0.3085859,-0.7314224,-0.7931045
"15","walking_downstairs",0.2801989,-0.005630478,-0.1105261,0.4064711,0.1865324,-0.2819822,0.9323022,-0.1674623,0.07888224,-0.9428065,-0.9256859,-0.9340083,0.07114572,0.0151159,-0.01002129,0.1345938,0.01580592,-0.4040056,-0.1366187,-0.03467557,0.07117582,-0.3186925,-0.3732082,-0.2506481,-0.04825321,-0.04954155,-0.03392131,-0.4559808,-0.5749641,-0.3945422,0.3204494,0.353204,0.3204494,0.353204,-0.03726661,0.1596317,-0.1216863,-0.2842497,-0.5094666,-0.5636401,0.2353098,0.1675181,-0.2598122,0.4663257,0.1199936,-0.3574076,0.06196875,-0.02697694,-0.3453765,0.1080627,-0.007228602,-0.4615991,-0.2273596,-0.4023323,-0.1831948,-0.35163,-0.3609728,-0.3436733,0.3311502,0.1531242,0.1584133,0.1505078,-0.3738986,-0.3493872,-0.5653961,-0.5934724
"15","sitting",0.2729034,-0.01171885,-0.1136613,-0.9870844,-0.9224072,-0.949338,0.8903643,0.2108493,0.00281566,-0.9826209,-0.9435614,-0.9529737,0.07847928,-0.008984376,-0.002372075,-0.9881623,-0.978127,-0.987011,-0.03771111,-0.08034288,0.09519781,-0.9882041,-0.9753215,-0.9637658,-0.09536491,-0.03960688,-0.05241483,-0.992889,-0.9903133,-0.9879372,-0.9586698,-0.9379779,-0.9586698,-0.9379779,-0.9861078,-0.984639,-0.9573316,-0.9634751,-0.9921889,-0.98972,-0.9866196,-0.9389264,-0.963227,-0.9873848,-0.9191627,-0.9457047,-0.9881061,-0.978159,-0.9849084,-0.9893144,-0.979713,-0.9876941,-0.9861526,-0.9792017,-0.9667315,-0.9888819,-0.9734561,-0.9662286,-0.949752,-0.9411959,-0.9846894,-0.9832763,-0.9737622,-0.9633782,-0.990181,-0.9895039
"15","standing",0.2789158,-0.01835164,-0.1059108,-0.9889492,-0.9319001,-0.9516703,0.9655289,-0.1647132,0.0645976,-0.9884321,-0.965688,-0.9588102,0.07522807,0.006172555,-0.006587371,-0.9854591,-0.9677204,-0.9853019,-0.02624336,-0.06596375,0.07619467,-0.9477908,-0.9713326,-0.968167,-0.1013588,-0.04385075,-0.0522784,-0.9715143,-0.9881074,-0.9812931,-0.9612076,-0.9486004,-0.9612076,-0.9486004,-0.9814951,-0.9799948,-0.9469614,-0.9312868,-0.9844071,-0.9814328,-0.986725,-0.9433488,-0.9654735,-0.990061,-0.9302864,-0.9479059,-0.9853535,-0.9678847,-0.9826323,-0.9869341,-0.9699341,-0.9866545,-0.9503803,-0.9751339,-0.9682649,-0.9482752,-0.9694429,-0.9712822,-0.9603373,-0.950204,-0.9790788,-0.9801841,-0.9567339,-0.9288383,-0.9831881,-0.9803297
"15","laying",0.2894757,-0.01662965,-0.1185302,-0.9722556,-0.9627594,-0.9295868,-0.1719931,0.8992426,-0.03691929,-0.9615097,-0.9860362,-0.9507104,0.07675154,0.01239843,-0.00443928,-0.9817394,-0.9709216,-0.978403,-0.01683009,-0.06197009,0.1134519,-0.9571677,-0.9611429,-0.9565371,-0.1022667,-0.0415879,-0.06243346,-0.973924,-0.9804828,-0.9801127,-0.9553407,-0.9433141,-0.9553407,-0.9433141,-0.9798902,-0.9736445,-0.9446051,-0.924043,-0.983235,-0.97365,-0.9740162,-0.9624611,-0.9515659,-0.9717188,-0.9645904,-0.923924,-0.98133,-0.9708332,-0.9747757,-0.9839493,-0.9732153,-0.9807451,-0.9554136,-0.9643109,-0.9581901,-0.9582245,-0.9599919,-0.9600158,-0.956001,-0.9455086,-0.9736812,-0.9725301,-0.9468126,-0.9236822,-0.9757279,-0.9726457
"16","walking",0.2760236,-0.02042869,-0.108804,-0.4046925,-0.3145698,-0.1597998,0.9259813,-0.06682465,-0.2173512,-0.9824696,-0.9737848,-0.9613873,0.07702238,0.009684447,0.003608033,-0.3962237,-0.4255639,-0.4402582,-0.01517219,-0.06959557,0.08186507,-0.6541718,-0.6125936,-0.3654895,-0.1109173,-0.04338768,-0.05329867,-0.6758897,-0.7122378,-0.5712648,-0.2587667,-0.4718093,-0.2587667,-0.4718093,-0.3631445,-0.4033866,-0.4859319,-0.6650784,-0.6715418,-0.7228084,-0.3947904,-0.3215007,-0.244363,-0.4090705,-0.3543707,-0.1805013,-0.4414062,-0.4542708,-0.4223324,-0.4028841,-0.4336127,-0.4566363,-0.5957465,-0.6197319,-0.4328853,-0.6737411,-0.6119409,-0.4032198,-0.4104632,-0.592151,-0.3782785,-0.4414478,-0.6692285,-0.721137,-0.7206823,-0.7457269
"16","walking_upstairs",0.2559861,-0.01436549,-0.1240745,-0.3970838,-0.1637327,-0.1292838,0.8268743,-0.0805926,-0.3790597,-0.9484136,-0.9336575,-0.9076496,0.07625267,0.01737293,0.03805336,-0.5210891,-0.4256259,-0.5934111,0.07184089,-0.04861368,-0.00779288,-0.5080872,-0.5863829,-0.3650252,-0.1409083,-0.02962113,-0.0354163,-0.7072642,-0.7747191,-0.717101,-0.2339903,-0.3347951,-0.2339903,-0.3347951,-0.483219,-0.4930671,-0.3082606,-0.5181896,-0.7377052,-0.7972932,-0.474984,-0.2680638,-0.335853,-0.3696361,-0.1663242,-0.09456123,-0.5460889,-0.4686052,-0.5652208,-0.5380731,-0.417127,-0.6201236,-0.5323997,-0.6420181,-0.4924275,-0.509896,-0.5596006,-0.3873095,-0.3706497,-0.4189243,-0.4755977,-0.5199312,-0.6305467,-0.5324867,-0.7878336,-0.8253143
"16","walking_downstairs",0.2955868,-0.01838986,-0.1198737,0.207252,-0.1469938,0.01143539,0.9178184,-0.05848327,-0.2253825,-0.9577851,-0.9554878,-0.9105889,0.09078571,-0.01481145,-0.02931226,-0.1011869,-0.2616848,-0.3033816,-0.02253734,-0.06826479,0.08353801,-0.4541885,-0.5283293,-0.4446363,-0.103904,-0.05676866,-0.06121369,-0.623676,-0.5834218,-0.5406335,0.1910798,0.1191837,0.1910798,0.1191837,-0.1659088,-0.07834989,-0.3098204,-0.4223153,-0.5908966,-0.5958222,0.03682635,-0.1345984,-0.04769426,0.2661155,-0.2086806,-0.03797162,-0.1554449,-0.2899579,-0.2419741,-0.1256828,-0.2815074,-0.3640267,-0.420844,-0.479513,-0.3750006,-0.4703735,-0.565214,-0.5211008,0.1140321,-0.05341372,-0.07456591,-0.09196234,-0.4882539,-0.4799398,-0.5896632,-0.6334798
"16","sitting",0.2807686,-0.01024979,-0.0891404,-0.9868256,-0.9516079,-0.9396722,0.9424574,-0.08658825,0.08926822,-0.9801582,-0.9680232,-0.9458136,0.07343467,0.009856429,-0.01150306,-0.9908611,-0.981801,-0.9834872,-0.0412014,-0.05745254,0.07957363,-0.9810374,-0.9583366,-0.9602878,-0.09572045,-0.04503693,-0.05883713,-0.9895833,-0.9906218,-0.9883643,-0.9618797,-0.9410512,-0.9618797,-0.9410512,-0.9874727,-0.9836153,-0.9464174,-0.9379424,-0.9924446,-0.9882613,-0.9870438,-0.9614567,-0.9595522,-0.9868924,-0.9498293,-0.9346521,-0.9909643,-0.9817522,-0.981178,-0.9915679,-0.9832308,-0.9843625,-0.9786329,-0.966796,-0.9600583,-0.9820579,-0.9543438,-0.9642701,-0.9583355,-0.9425883,-0.9839686,-0.9821906,-0.954061,-0.9388632,-0.9893631,-0.9875063
"16","standing",0.2834974,-0.01659997,-0.1036577,-0.9890768,-0.9602983,-0.953469,0.9415877,-0.0578867,-0.1667375,-0.9853597,-0.9805524,-0.9595628,0.07364389,0.0120768,-0.004763106,-0.9910265,-0.982622,-0.9880738,-0.02993373,-0.06866773,0.08673427,-0.9734001,-0.9801103,-0.982357,-0.1001073,-0.04249822,-0.05443353,-0.9871023,-0.9925894,-0.9926985,-0.9699488,-0.9572945,-0.9699488,-0.9572945,-0.9892052,-0.9867616,-0.9725282,-0.9641058,-0.9928486,-0.9908094,-0.9894277,-0.969314,-0.9699995,-0.9891006,-0.9581743,-0.9485403,-0.9910386,-0.9824254,-0.9860919,-0.9918471,-0.9842365,-0.988658,-0.9731574,-0.9835942,-0.9836393,-0.9739269,-0.9784024,-0.9835274,-0.9710826,-0.9571736,-0.9865027,-0.9859127,-0.9754486,-0.9635747,-0.9911724,-0.9906728
"16","laying",0.2742272,-0.01661035,-0.1073105,-0.9736914,-0.9430612,-0.9654903,-0.2067837,-0.01992702,0.8938845,-0.963762,-0.9660871,-0.967886,0.07839603,0.01328051,-0.001541051,-0.9884167,-0.9848673,-0.9876441,-0.01615454,-0.1136751,0.09662103,-0.9770108,-0.9707475,-0.9847815,-0.1022096,-0.03477353,-0.05767904,-0.9858355,-0.9890466,-0.9944652,-0.9618346,-0.9578959,-0.9618346,-0.9578959,-0.9883497,-0.987891,-0.9517771,-0.95902,-0.9908395,-0.9882124,-0.9802132,-0.9636356,-0.9745801,-0.9714091,-0.9370836,-0.9625244,-0.98858,-0.9847529,-0.9855449,-0.9892874,-0.986215,-0.9883489,-0.9758924,-0.9760929,-0.9859578,-0.9775096,-0.9681353,-0.985731,-0.9680205,-0.9581119,-0.9875145,-0.9872472,-0.9702496,-0.9589751,-0.9886953,-0.9880584
"17","walking",0.2723419,-0.01848754,-0.1097921,-0.3195002,-0.01757979,-0.2658245,0.9281124,-0.1799274,-0.1902659,-0.9809834,-0.9686132,-0.9569032,0.07731886,0.01300985,0.02437533,-0.3554926,-0.0935385,-0.5343033,-0.009222655,-0.08397733,0.07571327,-0.4798135,-0.4549329,-0.3860444,-0.1099592,-0.03792513,-0.05138072,-0.4312961,-0.5602035,-0.5244229,-0.1511515,-0.4618379,-0.1511515,-0.4618379,-0.3010933,-0.2756728,-0.3350098,-0.5224948,-0.5171674,-0.5397085,-0.3609917,-0.06502676,-0.3828328,-0.3048063,-0.05561379,-0.2623916,-0.4234461,-0.1942327,-0.5234271,-0.3438661,-0.04703794,-0.543873,-0.4077167,-0.4901663,-0.3988092,-0.5048493,-0.4392388,-0.4387687,-0.42938,-0.5651625,-0.3359389,-0.2112319,-0.5186181,-0.6153201,-0.5827119,-0.5203855
"17","walking_upstairs",0.2526048,-0.02286456,-0.1212904,-0.06295275,-0.0131721,-0.230221,0.8535306,-0.2841538,-0.2981715,-0.9494604,-0.9159735,-0.9301598,0.07680442,0.03083565,0.007595338,-0.2926658,-0.3497919,-0.6574308,-0.03042506,-0.05484559,0.05609314,-0.4965627,-0.4930441,-0.2344024,-0.1426554,-0.04144963,-0.02234821,-0.6060443,-0.6767228,-0.6105862,-0.01280623,-0.1028777,-0.01280623,-0.1028777,-0.3572339,-0.3909125,-0.2351912,-0.4408373,-0.6373675,-0.6823116,-0.1397522,-0.1175197,-0.3999235,-0.03553812,-0.02527817,-0.2048157,-0.3602722,-0.3770519,-0.6330177,-0.287219,-0.3651143,-0.6803258,-0.416223,-0.5214354,-0.3242737,-0.5244684,-0.4811541,-0.2778915,-0.1503056,-0.2173932,-0.3602999,-0.4373831,-0.504067,-0.4964446,-0.6690088,-0.7241557
"17","walking_downstairs",0.2939183,-0.01673594,-0.08924327,0.1877198,-0.0607892,-0.2310642,0.9288176,-0.1510771,-0.160963,-0.9500262,-0.9465767,-0.9010978,0.1182509,-0.01138262,-0.009398381,-0.1034365,-0.3040635,-0.5363316,0.06777284,-0.1235172,0.01628787,-0.3704369,-0.459282,-0.468463,-0.10777,-0.03817024,-0.05825188,-0.5268018,-0.5721447,-0.5427706,0.1489511,0.09140768,0.1489511,0.09140768,-0.2216317,-0.2065767,-0.2326418,-0.3526873,-0.5403258,-0.5923195,-0.02262392,-0.1302725,-0.3180819,0.2589417,-0.08605274,-0.2454135,-0.215092,-0.3512684,-0.4986685,-0.0718767,-0.2989311,-0.5730437,-0.316413,-0.4511269,-0.4033804,-0.3931947,-0.4693904,-0.5409495,0.05806805,-0.06188768,-0.1886804,-0.2365385,-0.4094388,-0.4288687,-0.5773489,-0.6433992
"17","sitting",0.277357,-0.01415627,-0.1136241,-0.9944439,-0.9618586,-0.9657292,0.9448837,-0.002814673,-0.1358039,-0.9901966,-0.9667201,-0.9566106,0.07507099,0.00560971,-0.001554484,-0.9943406,-0.988637,-0.9905293,-0.04254916,-0.06692459,0.08600538,-0.9896383,-0.9861287,-0.9797052,-0.0942477,-0.04111342,-0.05109032,-0.9952559,-0.9949819,-0.9938413,-0.9727473,-0.9650652,-0.9727473,-0.9650652,-0.9928147,-0.9914465,-0.9671777,-0.9754103,-0.9963348,-0.9944468,-0.9939694,-0.969928,-0.9748416,-0.9946573,-0.9597891,-0.9629211,-0.9945426,-0.9883274,-0.9888281,-0.9946132,-0.9899158,-0.9908182,-0.9884111,-0.988794,-0.9816171,-0.9900413,-0.9848131,-0.9809696,-0.9736268,-0.9653997,-0.9914273,-0.9903196,-0.9833693,-0.9747109,-0.9952046,-0.9936245
"17","standing",0.2779425,-0.01741201,-0.1114321,-0.9911639,-0.9681767,-0.9704627,0.9046785,-0.2574868,-0.2026878,-0.9857514,-0.9758105,-0.9691718,0.0740865,0.006578535,-0.004035996,-0.992094,-0.9866613,-0.991217,-0.02695769,-0.07706321,0.08805619,-0.9813731,-0.9851212,-0.9855384,-0.1012892,-0.04045188,-0.05463313,-0.9892572,-0.9936999,-0.9923271,-0.977636,-0.9753773,-0.977636,-0.9753773,-0.9917428,-0.9903632,-0.9781846,-0.9776808,-0.993673,-0.9923721,-0.9909275,-0.9741706,-0.9802316,-0.9913185,-0.9664273,-0.966999,-0.9921292,-0.9862783,-0.9895636,-0.9927754,-0.9882003,-0.9914504,-0.9806963,-0.987334,-0.985955,-0.9817913,-0.9839466,-0.9867253,-0.9809677,-0.9755048,-0.9901628,-0.9894721,-0.9842911,-0.9772634,-0.9927239,-0.9921773
"17","laying",0.2697801,-0.0168462,-0.1070063,-0.9729606,-0.9447929,-0.9534767,-0.1991331,0.6587921,0.7226575,-0.9610632,-0.9614667,-0.9571646,0.07790897,0.007068671,-0.0001435425,-0.981489,-0.9769605,-0.982813,-0.02347565,-0.09445802,0.1114405,-0.9758931,-0.9714843,-0.9762008,-0.1020498,-0.03619611,-0.0604927,-0.9807924,-0.9831356,-0.9882217,-0.9530214,-0.948258,-0.9530214,-0.948258,-0.9816076,-0.9801267,-0.9607331,-0.9593255,-0.9855424,-0.9820381,-0.9743593,-0.9546481,-0.9654061,-0.9724385,-0.9427916,-0.950117,-0.9814721,-0.9772124,-0.9803801,-0.9832132,-0.9783439,-0.9838542,-0.9719492,-0.9736691,-0.9761649,-0.9772035,-0.9706278,-0.9783571,-0.9610463,-0.9490425,-0.9796873,-0.9796572,-0.9690144,-0.9600238,-0.9827655,-0.9819834
"18","walking",0.2738878,-0.01780236,-0.1042183,-0.3760055,-0.2270059,-0.4283481,0.9238652,-0.2543171,-0.06093134,-0.9830109,-0.9753117,-0.9724838,0.07675243,0.02827455,0.01068509,-0.3680569,-0.3201588,-0.6333259,-0.03993997,-0.06137274,0.09447184,-0.7044398,-0.4964315,-0.5114172,-0.09664353,-0.04337711,-0.05026316,-0.578134,-0.6949258,-0.6632596,-0.2879081,-0.4603465,-0.2879081,-0.4603465,-0.3792693,-0.4254187,-0.5004711,-0.6085101,-0.6364859,-0.7265918,-0.3714752,-0.2436063,-0.4897711,-0.3780682,-0.2672736,-0.4398616,-0.4147972,-0.3619085,-0.6011472,-0.3759928,-0.3202641,-0.6643271,-0.6096734,-0.5708982,-0.5381523,-0.7349014,-0.4608907,-0.5484098,-0.4243867,-0.5655631,-0.4140378,-0.4444535,-0.6203314,-0.6689081,-0.7105963,-0.7694084
"18","walking_upstairs",0.2654012,-0.02220607,-0.1126559,-0.3801683,-0.2111551,-0.3143734,0.8833303,-0.3166199,-0.1061125,-0.9617388,-0.9420569,-0.9078397,0.0812402,0.02116547,0.009358966,-0.5632021,-0.5679406,-0.7608299,-0.04706839,-0.05261338,0.09067365,-0.5938415,-0.507297,-0.4339222,-0.0899953,-0.05274726,-0.06925362,-0.760689,-0.8288722,-0.7189518,-0.2791463,-0.3718416,-0.2791463,-0.3718416,-0.6014639,-0.5793303,-0.3691086,-0.5280581,-0.7816527,-0.8355251,-0.4650973,-0.3634507,-0.5227284,-0.3506398,-0.1905506,-0.2695714,-0.5894106,-0.5796503,-0.7361493,-0.5753313,-0.5855314,-0.7847284,-0.5923237,-0.6498173,-0.5043641,-0.6007113,-0.4434298,-0.4660224,-0.4365611,-0.4362189,-0.5744814,-0.5879261,-0.6540291,-0.5330446,-0.8261932,-0.860911
"18","walking_downstairs",0.2884395,-0.01686669,-0.1033908,-0.3026346,-0.254214,-0.4186101,0.9322775,-0.2258091,-0.04936367,-0.9604049,-0.9329622,-0.9216617,0.0809044,-0.0007570694,-0.01417699,-0.3872239,-0.4470339,-0.6512467,-0.05765487,-0.06362143,0.09874717,-0.502473,-0.6172308,-0.4836583,-0.08365666,-0.05091203,-0.05705918,-0.6767162,-0.7526086,-0.6056554,-0.293532,-0.2299342,-0.293532,-0.2299342,-0.466516,-0.3825173,-0.3810228,-0.5079955,-0.7016631,-0.7441595,-0.3500868,-0.3090496,-0.5058244,-0.2855359,-0.2737982,-0.4182586,-0.4127283,-0.4659827,-0.6221359,-0.4160505,-0.4645461,-0.6787511,-0.4892323,-0.6415276,-0.4470307,-0.5139471,-0.607758,-0.5439961,-0.2419735,-0.3442994,-0.3833987,-0.3865651,-0.6047354,-0.5338449,-0.744236,-0.7634308
"18","sitting",0.27727,-0.01286913,-0.1119048,-0.994348,-0.9749281,-0.9775727,0.9098165,0.1298865,0.1618774,-0.9940438,-0.9840355,-0.9783402,0.07662289,0.006945603,0.00278757,-0.9916247,-0.9840027,-0.9901531,-0.0333057,-0.06857963,0.08481405,-0.991957,-0.9867533,-0.9815255,-0.09547232,-0.03971256,-0.05230304,-0.9941702,-0.9942242,-0.9928143,-0.9836742,-0.9815953,-0.9836742,-0.9815953,-0.9898696,-0.9911594,-0.977635,-0.9813727,-0.9948734,-0.9948689,-0.9931449,-0.9765385,-0.9829964,-0.9949066,-0.9749801,-0.9757221,-0.9919247,-0.9836424,-0.9886897,-0.9920391,-0.9856947,-0.9901417,-0.9899615,-0.9887027,-0.9830274,-0.9925754,-0.9857101,-0.9827973,-0.9847815,-0.9822262,-0.9904071,-0.9910443,-0.9865352,-0.9812526,-0.9948082,-0.9949676
"18","standing",0.2784588,-0.01663535,-0.1084534,-0.9920198,-0.9542234,-0.9618739,0.9475732,-0.2042063,-0.04857671,-0.9942701,-0.9813359,-0.9760443,0.07535395,0.01046987,-0.001816405,-0.9894367,-0.9752778,-0.9884552,-0.02658732,-0.07322601,0.08431907,-0.9622542,-0.9804171,-0.9728204,-0.0987174,-0.04065734,-0.05323845,-0.981971,-0.991152,-0.986259,-0.9726075,-0.9722855,-0.9726075,-0.9722855,-0.9859653,-0.9860153,-0.9630068,-0.9597971,-0.988686,-0.9885197,-0.9904099,-0.9612391,-0.9757728,-0.9927891,-0.952912,-0.9572162,-0.989545,-0.9752437,-0.9862657,-0.9902879,-0.977179,-0.9892758,-0.9644289,-0.9835612,-0.9742944,-0.9622727,-0.9788018,-0.9748226,-0.9767976,-0.9732649,-0.9849871,-0.9862774,-0.9723526,-0.9591135,-0.9889607,-0.9884075
"18","laying",0.2746916,-0.01739377,-0.1076989,-0.9845276,-0.9861609,-0.9876587,-0.2206005,0.7197554,0.6054953,-0.982716,-0.9940935,-0.9909572,0.0749985,0.0117019,-0.001213448,-0.9859211,-0.9855543,-0.9906602,-0.02517618,-0.08375873,0.09377819,-0.9928726,-0.9842029,-0.9851084,-0.09971542,-0.03934402,-0.0593136,-0.9961044,-0.9905476,-0.9925481,-0.9864562,-0.9864645,-0.9864562,-0.9864645,-0.9883215,-0.9895263,-0.9807408,-0.9805609,-0.9930951,-0.9921531,-0.98518,-0.9849099,-0.9886069,-0.9843219,-0.9867465,-0.9872248,-0.9864047,-0.9858653,-0.9891169,-0.9866412,-0.9862107,-0.9907448,-0.9924369,-0.9856112,-0.9849993,-0.9930194,-0.9834578,-0.986483,-0.9867884,-0.9876485,-0.9885484,-0.9897107,-0.9843291,-0.9814688,-0.991901,-0.992738
"19","walking",0.2739312,-0.01917736,-0.1227367,-0.04890494,0.1818016,-0.1394779,0.9352226,-0.2233381,-0.08984288,-0.9698615,-0.9586512,-0.9291879,0.08222463,0.01441135,-0.03275287,0.1103067,0.08092712,-0.1793905,-0.0274971,-0.07515693,0.0798107,-0.0264358,-0.1144061,-0.104203,-0.08323533,-0.03071284,-0.0603092,0.08011865,-0.2915948,-0.2134941,0.06481734,-0.09939272,0.06481734,-0.09939272,0.109451,0.03565588,0.1000451,-0.02184632,-0.1647,-0.2714875,-0.02998157,0.1692586,-0.1044234,-0.05788208,0.1126151,-0.2338723,0.0336381,0.01073187,-0.1293679,0.09083665,0.08540107,-0.2278298,0.2281424,-0.09735498,-0.01050471,-0.1083888,-0.1330103,-0.2202712,0.03222723,-0.3247934,0.07301799,-0.02228696,-0.09524605,-0.1415984,-0.2624428,-0.3361487
"19","walking_upstairs",0.2421188,-0.03039866,-0.1510546,-0.1287421,0.1763499,-0.1904686,0.8294284,-0.3871007,-0.2210088,-0.916496,-0.9010449,-0.8369357,0.08315451,0.05681859,0.0316682,-0.1742791,-0.01288655,-0.4442822,0.03885371,-0.1345143,-0.0002332482,-0.4068,-0.1726332,-0.1101172,-0.1018063,-0.03462885,-0.05335459,-0.2393764,-0.4921222,-0.375415,0.01738119,-0.1776668,0.01738119,-0.1776668,-0.1141896,-0.2840607,-0.06161577,-0.2644014,-0.3727905,-0.5074003,-0.1568795,0.1118182,-0.2196445,-0.1199348,0.1325576,-0.2399807,-0.2053226,-0.07392837,-0.3806571,-0.2172652,-0.01316959,-0.5077162,-0.1944855,-0.2254218,-0.06612935,-0.4775147,-0.1499252,-0.2074981,-0.07962876,-0.3682535,-0.1873913,-0.4346712,-0.2888403,-0.3771328,-0.4771839,-0.5882897
